response,coverage,education,employmentstatus,gender,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,state_location,combined_policy
No,Basic,College,Employed,M,Married,Offer2,Branch,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L1
No,Basic,Bachelor,Employed,F,Married,Offer3,Branch,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L2
No,Basic,Bachelor,Employed,M,Divorced,Offer1,Call Center,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L2
No,Basic,High School or Below,Employed,M,Divorced,Offer1,Call Center,Four-Door Car,Small,Nevada - Suburban,Personal Auto - Personal L1
Yes,Extended,High School or Below,Employed,M,Single,Offer2,Branch,Two-Door Car,Small,Washington - Suburban,Personal Auto - Personal L3
No,Basic,College,Disabled,F,Married,Offer2,Call Center,SUV,Small,Oregon - Suburban,Personal Auto - Personal L3
No,Extended,College,Employed,F,Married,Offer3,Branch,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,College,Unemployed,M,Single,Offer1,Branch,Two-Door Car,Medsize,Nevada - Suburban,Personal Auto - Personal L1
Yes,Basic,High School or Below,Employed,F,Single,Offer2,Agent,Four-Door Car,Medsize,Nevada - Rural,Corporate Auto - Corporate L3
No,Basic,High School or Below,Employed,M,Married,Offer1,Agent,SUV,Small,Arizona - Urban,Corporate Auto - Corporate L3
No,Basic,Bachelor,Disabled,M,Married,Offer1,Agent,Four-Door Car,Small,California - Suburban,Corporate Auto - Corporate L1
Yes,Basic,Bachelor,Unemployed,F,Married,Offer1,Call Center,Four-Door Car,Medsize,Arizona - Suburban,Corporate Auto - Corporate L1
Yes,Basic,College,Employed,M,Single,Offer2,Agent,Two-Door Car,Medsize,Arizona - Urban,Personal Auto - Personal L3
No,Extended,High School or Below,Employed,M,Married,Offer1,Agent,Four-Door Car,Medsize,Arizona - Urban,Personal Auto - Personal L2
No,Premium,Bachelor,Unemployed,F,Married,Offer1,Web,SUV,Small,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,High School or Below,Unemployed,M,Married,Offer3,Call Center,Two-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,M,Married,Offer1,Branch,Two-Door Car,Small,California - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,F,Married,Offer1,Web,Four-Door Car,Large,California - Rural,Personal Auto - Personal L2
No,Extended,College,Employed,M,Divorced,Offer2,Branch,SUV,Large,Washington - Urban,Corporate Auto - Corporate L1
No,Basic,College,Unemployed,M,Single,Offer2,Agent,Four-Door Car,Small,Washington - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,F,Single,Offer2,Agent,Four-Door Car,Small,Washington - Suburban,Personal Auto - Personal L3
No,Basic,High School or Below,Employed,F,Married,Offer2,Agent,Two-Door Car,Small,Nevada - Suburban,Corporate Auto - Corporate L3
No,Basic,College,Employed,F,Married,Offer3,Agent,Four-Door Car,Large,Arizona - Rural,Personal Auto - Personal L1
No,Basic,College,Unemployed,F,Divorced,Offer1,Branch,Four-Door Car,Small,Oregon - Suburban,Corporate Auto - Corporate L3
No,Extended,College,Employed,M,Married,Offer2,Web,Two-Door Car,Large,California - Suburban,Personal Auto - Personal L2
No,Extended,College,Unemployed,F,Single,Offer1,Agent,Two-Door Car,Medsize,California - Suburban,Personal Auto - Personal L1
No,Extended,Bachelor,Disabled,M,Divorced,Offer3,Agent,Two-Door Car,Medsize,California - Suburban,Corporate Auto - Corporate L2
No,Basic,Bachelor,Employed,F,Divorced,Offer4,Agent,Four-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L1
No,Extended,High School or Below,Unemployed,F,Married,Offer4,Call Center,Four-Door Car,Small,Arizona - Suburban,Personal Auto - Personal L2
No,Extended,Bachelor,Unemployed,M,Single,Offer1,Branch,Luxury SUV,Medsize,Oregon - Suburban,Corporate Auto - Corporate L3
No,Basic,Master,Employed,M,Married,Offer1,Call Center,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L2
No,Premium,High School or Below,Retired,F,Divorced,Offer3,Web,Two-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,F,Divorced,Offer1,Call Center,Two-Door Car,Medsize,Nevada - Suburban,Personal Auto - Personal L3
No,Basic,Doctor,Employed,M,Single,Offer1,Call Center,SUV,Medsize,Arizona - Suburban,Personal Auto - Personal L3
Yes,Basic,College,Retired,F,Divorced,Offer1,Agent,SUV,Small,Washington - Suburban,Personal Auto - Personal L3
No,Extended,Bachelor,Employed,M,Married,Offer4,Call Center,Four-Door Car,Large,Oregon - Urban,Personal Auto - Personal L3
Yes,Extended,High School or Below,Retired,M,Divorced,Offer2,Agent,SUV,Medsize,Nevada - Suburban,Personal Auto - Personal L3
No,Extended,Bachelor,Employed,F,Married,Offer1,Agent,SUV,Medsize,Oregon - Urban,Personal Auto - Personal L3
No,Basic,Master,Employed,F,Married,Offer2,Call Center,Two-Door Car,Small,California - Urban,Personal Auto - Personal L3
No,Extended,Bachelor,Employed,M,Married,Offer3,Branch,Four-Door Car,Medsize,Washington - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,F,Divorced,Offer1,Agent,Four-Door Car,Medsize,Oregon - Rural,Corporate Auto - Corporate L3
No,Basic,Bachelor,Unemployed,M,Married,Offer1,Agent,Four-Door Car,Small,California - Suburban,Personal Auto - Personal L1
No,Basic,College,Employed,F,Married,Offer1,Web,Four-Door Car,Medsize,California - Rural,Personal Auto - Personal L1
No,Basic,College,Medical Leave,F,Divorced,Offer1,Web,Four-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L2
No,Basic,High School or Below,Employed,M,Married,Offer2,Agent,Four-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L2
No,Extended,Bachelor,Employed,M,Married,Offer1,Agent,Four-Door Car,Small,California - Suburban,Personal Auto - Personal L1
No,Basic,College,Medical Leave,M,Married,Offer1,Web,Four-Door Car,Medsize,Oregon - Rural,Corporate Auto - Corporate L1
No,Extended,Master,Employed,F,Single,Offer2,Call Center,Four-Door Car,Medsize,Arizona - Rural,Corporate Auto - Corporate L3
No,Basic,Bachelor,Employed,F,Married,Offer1,Agent,Two-Door Car,Small,Arizona - Suburban,Personal Auto - Personal L2
No,Extended,College,Employed,M,Married,Offer4,Agent,Four-Door Car,Medsize,California - Rural,Corporate Auto - Corporate L1
No,Basic,High School or Below,Unemployed,F,Single,Offer2,Call Center,Sports Car,Medsize,Arizona - Suburban,Corporate Auto - Corporate L3
No,Basic,Master,Medical Leave,F,Married,Offer1,Call Center,Two-Door Car,Medsize,Nevada - Rural,Personal Auto - Personal L3
No,Basic,High School or Below,Unemployed,M,Single,Offer1,Branch,SUV,Medsize,Washington - Suburban,Personal Auto - Personal L1
No,Premium,High School or Below,Employed,M,Married,Offer4,Call Center,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L3
No,Extended,High School or Below,Unemployed,F,Married,Offer1,Agent,Sports Car,Small,Arizona - Suburban,Personal Auto - Personal L3
No,Extended,Bachelor,Employed,F,Married,Offer2,Agent,SUV,Medsize,Washington - Suburban,Personal Auto - Personal L2
No,Basic,Master,Disabled,M,Married,Offer1,Web,Two-Door Car,Medsize,Oregon - Rural,Special Auto - Special L3
No,Premium,College,Employed,M,Divorced,Offer1,Branch,Four-Door Car,Medsize,Arizona - Suburban,Corporate Auto - Corporate L2
No,Premium,High School or Below,Employed,F,Married,Offer3,Agent,Four-Door Car,Medsize,Arizona - Rural,Personal Auto - Personal L3
No,Extended,College,Unemployed,M,Single,Offer3,Branch,Two-Door Car,Medsize,California - Suburban,Personal Auto - Personal L3
No,Extended,High School or Below,Employed,F,Married,Offer2,Branch,Two-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L3
No,Extended,College,Unemployed,M,Single,Offer1,Web,Four-Door Car,Medsize,Nevada - Urban,Personal Auto - Personal L2
No,Basic,Bachelor,Unemployed,M,Married,Offer4,Web,Two-Door Car,Medsize,California - Suburban,Personal Auto - Personal L2
No,Basic,High School or Below,Employed,M,Married,Offer1,Agent,Four-Door Car,Small,Nevada - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,M,Married,Offer1,Agent,Two-Door Car,Medsize,Washington - Suburban,Personal Auto - Personal L1
No,Premium,Bachelor,Employed,M,Single,Offer1,Branch,Two-Door Car,Medsize,Washington - Rural,Personal Auto - Personal L2
No,Extended,High School or Below,Employed,F,Married,Offer2,Call Center,Four-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,F,Married,Offer1,Call Center,Four-Door Car,Medsize,Arizona - Suburban,Corporate Auto - Corporate L3
No,Basic,Bachelor,Unemployed,M,Single,Offer1,Agent,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L2
No,Basic,High School or Below,Unemployed,M,Married,Offer1,Agent,Sports Car,Medsize,California - Suburban,Personal Auto - Personal L1
No,Basic,College,Employed,M,Married,Offer2,Call Center,Four-Door Car,Large,Washington - Urban,Personal Auto - Personal L2
No,Premium,Bachelor,Employed,F,Married,Offer3,Branch,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L1
No,Extended,High School or Below,Employed,M,Married,Offer4,Agent,Four-Door Car,Large,California - Urban,Personal Auto - Personal L2
No,Extended,Master,Employed,M,Married,Offer1,Branch,Luxury Car,Medsize,Oregon - Rural,Personal Auto - Personal L3
No,Basic,Bachelor,Unemployed,F,Single,Offer3,Web,Four-Door Car,Small,Arizona - Suburban,Corporate Auto - Corporate L2
No,Premium,High School or Below,Disabled,F,Married,Offer1,Call Center,Two-Door Car,Large,Oregon - Rural,Personal Auto - Personal L2
No,Basic,Doctor,Employed,M,Single,Offer2,Branch,Four-Door Car,Medsize,Arizona - Rural,Special Auto - Special L2
No,Basic,College,Employed,M,Married,Offer1,Agent,SUV,Medsize,California - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Unemployed,F,Married,Offer2,Branch,Four-Door Car,Medsize,Washington - Rural,Special Auto - Special L2
No,Basic,College,Employed,M,Married,Offer2,Branch,Four-Door Car,Small,Arizona - Suburban,Personal Auto - Personal L1
No,Premium,High School or Below,Unemployed,M,Divorced,Offer3,Web,Four-Door Car,Medsize,Oregon - Suburban,Corporate Auto - Corporate L3
No,Basic,College,Employed,M,Married,Offer2,Agent,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,M,Married,Offer4,Web,Four-Door Car,Medsize,Nevada - Rural,Corporate Auto - Corporate L3
Yes,Basic,High School or Below,Retired,M,Married,Offer1,Web,Sports Car,Medsize,Oregon - Suburban,Personal Auto - Personal L2
No,Basic,College,Employed,F,Married,Offer1,Agent,SUV,Small,Washington - Rural,Personal Auto - Personal L1
No,Extended,Bachelor,Unemployed,F,Single,Offer1,Call Center,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L1
Yes,Basic,College,Unemployed,F,Divorced,Offer1,Agent,SUV,Medsize,Washington - Suburban,Corporate Auto - Corporate L3
No,Basic,Bachelor,Unemployed,M,Married,Offer2,Call Center,SUV,Medsize,California - Suburban,Corporate Auto - Corporate L1
No,Extended,College,Employed,M,Single,Offer3,Web,SUV,Medsize,Oregon - Urban,Personal Auto - Personal L3
Yes,Premium,Bachelor,Employed,F,Divorced,Offer2,Agent,Four-Door Car,Medsize,Oregon - Rural,Personal Auto - Personal L3
Yes,Basic,Bachelor,Employed,F,Married,Offer2,Call Center,Four-Door Car,Small,California - Suburban,Corporate Auto - Corporate L2
No,Basic,Bachelor,Employed,M,Married,Offer1,Agent,Four-Door Car,Small,Oregon - Rural,Personal Auto - Personal L2
Yes,Basic,High School or Below,Employed,F,Married,Offer1,Agent,SUV,Medsize,Oregon - Urban,Personal Auto - Personal L3
No,Basic,High School or Below,Employed,M,Married,Offer4,Agent,Four-Door Car,Medsize,California - Rural,Corporate Auto - Corporate L2
No,Basic,Doctor,Employed,F,Married,Offer3,Call Center,SUV,Small,Oregon - Urban,Personal Auto - Personal L3
No,Premium,Master,Employed,F,Divorced,Offer1,Branch,Four-Door Car,Medsize,Oregon - Suburban,Corporate Auto - Corporate L3
No,Premium,Bachelor,Unemployed,M,Single,Offer3,Branch,SUV,Medsize,Oregon - Suburban,Personal Auto - Personal L3
No,Extended,College,Employed,F,Married,Offer3,Call Center,SUV,Medsize,Oregon - Rural,Corporate Auto - Corporate L3
No,Extended,Bachelor,Employed,F,Married,Offer2,Agent,Two-Door Car,Small,California - Suburban,Personal Auto - Personal L3
No,Extended,Bachelor,Employed,F,Single,Offer3,Call Center,SUV,Medsize,California - Suburban,Personal Auto - Personal L2
Yes,Basic,Master,Employed,F,Married,Offer2,Web,Four-Door Car,Large,California - Rural,Personal Auto - Personal L3
No,Basic,College,Employed,F,Married,Offer4,Agent,SUV,Small,Arizona - Rural,Corporate Auto - Corporate L3
Yes,Basic,Doctor,Employed,F,Married,Offer2,Branch,Four-Door Car,Medsize,Arizona - Urban,Personal Auto - Personal L1
No,Basic,Bachelor,Unemployed,M,Single,Offer1,Branch,Four-Door Car,Medsize,Oregon - Suburban,Corporate Auto - Corporate L3
No,Basic,College,Unemployed,F,Single,Offer2,Call Center,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L2
No,Extended,Bachelor,Employed,M,Married,Offer4,Branch,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L2
Yes,Basic,College,Unemployed,M,Married,Offer1,Branch,SUV,Medsize,California - Suburban,Personal Auto - Personal L3
No,Extended,High School or Below,Unemployed,F,Single,Offer2,Web,Four-Door Car,Small,Nevada - Suburban,Personal Auto - Personal L2
No,Basic,Bachelor,Employed,F,Married,Offer2,Web,Four-Door Car,Medsize,Nevada - Rural,Corporate Auto - Corporate L1
No,Basic,College,Employed,F,Divorced,Offer2,Agent,Four-Door Car,Medsize,Oregon - Urban,Personal Auto - Personal L2
No,Extended,Bachelor,Employed,M,Single,Offer1,Call Center,Two-Door Car,Medsize,California - Suburban,Personal Auto - Personal L1
No,Basic,High School or Below,Unemployed,M,Single,Offer2,Agent,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L3
No,Basic,High School or Below,Unemployed,F,Married,Offer3,Web,SUV,Medsize,California - Suburban,Corporate Auto - Corporate L1
No,Basic,College,Employed,F,Divorced,Offer1,Agent,Two-Door Car,Medsize,California - Suburban,Personal Auto - Personal L1
No,Extended,High School or Below,Unemployed,M,Married,Offer4,Call Center,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L1
No,Basic,College,Employed,F,Married,Offer1,Call Center,Four-Door Car,Small,Arizona - Suburban,Personal Auto - Personal L2
No,Basic,High School or Below,Unemployed,M,Married,Offer1,Call Center,Two-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L3
No,Basic,College,Employed,M,Married,Offer1,Agent,Four-Door Car,Large,California - Suburban,Personal Auto - Personal L2
No,Basic,Bachelor,Employed,M,Married,Offer4,Call Center,Four-Door Car,Medsize,California - Rural,Corporate Auto - Corporate L2
No,Basic,Bachelor,Unemployed,F,Married,Offer1,Web,Four-Door Car,Medsize,Arizona - Rural,Personal Auto - Personal L2
No,Extended,College,Employed,M,Married,Offer4,Branch,Two-Door Car,Medsize,California - Rural,Personal Auto - Personal L1
No,Basic,High School or Below,Unemployed,F,Single,Offer3,Branch,SUV,Medsize,California - Suburban,Personal Auto - Personal L1
No,Premium,High School or Below,Employed,M,Married,Offer4,Call Center,SUV,Small,California - Suburban,Personal Auto - Personal L3
No,Basic,High School or Below,Unemployed,M,Single,Offer1,Branch,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,High School or Below,Unemployed,F,Single,Offer2,Web,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L3
Yes,Basic,High School or Below,Employed,F,Single,Offer2,Call Center,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Unemployed,F,Single,Offer2,Branch,Four-Door Car,Large,Nevada - Suburban,Personal Auto - Personal L1
No,Basic,High School or Below,Medical Leave,M,Married,Offer1,Agent,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L1
No,Basic,Master,Disabled,M,Divorced,Offer4,Web,Four-Door Car,Medsize,Washington - Urban,Personal Auto - Personal L3
No,Extended,Bachelor,Employed,F,Married,Offer1,Call Center,Four-Door Car,Medsize,Nevada - Rural,Personal Auto - Personal L3
No,Extended,College,Employed,F,Married,Offer4,Agent,Four-Door Car,Medsize,Oregon - Suburban,Corporate Auto - Corporate L2
No,Premium,College,Disabled,F,Married,Offer1,Agent,Four-Door Car,Medsize,California - Rural,Personal Auto - Personal L3
No,Basic,College,Employed,F,Married,Offer2,Branch,Four-Door Car,Medsize,Arizona - Urban,Corporate Auto - Corporate L3
No,Basic,High School or Below,Unemployed,F,Single,Offer1,Call Center,Four-Door Car,Small,California - Suburban,Corporate Auto - Corporate L3
No,Basic,Master,Employed,F,Married,Offer2,Web,Two-Door Car,Medsize,Washington - Rural,Personal Auto - Personal L3
No,Basic,High School or Below,Unemployed,F,Married,Offer4,Branch,Four-Door Car,Large,Washington - Suburban,Personal Auto - Personal L3
No,Basic,High School or Below,Employed,M,Married,Offer2,Branch,Two-Door Car,Small,California - Suburban,Personal Auto - Personal L3
No,Basic,Master,Employed,F,Divorced,Offer2,Branch,SUV,Medsize,Oregon - Urban,Personal Auto - Personal L2
No,Premium,High School or Below,Unemployed,F,Single,Offer1,Agent,SUV,Medsize,California - Suburban,Personal Auto - Personal L3
No,Basic,College,Employed,F,Single,Offer1,Agent,Four-Door Car,Medsize,Nevada - Suburban,Personal Auto - Personal L2
No,Basic,Doctor,Employed,M,Married,Offer4,Call Center,Four-Door Car,Small,California - Suburban,Personal Auto - Personal L3
No,Basic,College,Unemployed,M,Single,Offer3,Call Center,Four-Door Car,Medsize,Nevada - Suburban,Personal Auto - Personal L1
Yes,Extended,Bachelor,Unemployed,F,Married,Offer2,Agent,Four-Door Car,Small,Arizona - Suburban,Personal Auto - Personal L1
No,Basic,Bachelor,Unemployed,F,Single,Offer2,Agent,Sports Car,Large,California - Suburban,Personal Auto - Personal L2
Yes,Basic,Bachelor,Medical Leave,M,Single,Offer1,Agent,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L2
No,Basic,High School or Below,Medical Leave,M,Married,Offer1,Branch,Four-Door Car,Large,California - Suburban,Special Auto - Special L3
No,Extended,Bachelor,Employed,M,Divorced,Offer1,Call Center,Four-Door Car,Small,Arizona - Suburban,Corporate Auto - Corporate L2
No,Premium,College,Employed,F,Single,Offer2,Call Center,SUV,Small,California - Urban,Personal Auto - Personal L3
